id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
24,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",56289,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,6,4,0,0,1575597904375,1575597907147,2772,1812,159694,1575597904375,1575597907147,2772,906,84502,1575597904375,1575597907146,2771,906,75192,"EthernetIP","Network",0,6,"","","","",""
25,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",56295,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",44818,6,4,1,0,1575597904375,1575597907145,2770,1668,153710,1575597904375,1575597907145,2770,834,81194,1575597904375,1575597907145,2770,834,72516,"EthernetIP","Network",0,6,"","","","",""
26,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,17,4,1,0,1575597904379,1575597907149,2770,549,49410,1575597904379,1575597907149,2770,275,24750,1575597904382,1575597907140,2758,274,24660,"EthernetIP","Network",0,6,"","","","",""
27,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",2222,17,4,0,0,1575597904380,1575597907141,2761,272,23392,1575597904380,1575597907141,2761,272,23392,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
28,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,1,0,1575597904380,1575597907149,2769,273,24570,1575597904380,1575597907149,2769,273,24570,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
29,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,0,0,1575597904382,1575597907140,2758,274,23564,1575597904382,1575597907140,2758,274,23564,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
30,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",61082,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,6,4,1,0,1575597904375,1575597907133,2758,666,66764,1575597904375,1575597907133,2758,333,31284,1575597904375,1575597907132,2757,333,35480,"EthernetIP","Network",0,6,"","","","",""
31,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",56295,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",44818,6,4,0,0,1575597904375,1575597907145,2770,1668,147038,1575597904375,1575597907145,2770,834,77858,1575597904375,1575597907145,2770,834,69180,"EthernetIP","Network",0,6,"","","","",""
32,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",44818,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",59074,6,4,1,0,1575597904376,1575597907123,2747,354,35076,1575597904376,1575597907123,2747,177,18784,1575597904376,1575597907123,2747,177,16292,"EthernetIP","Network",0,6,"","","","",""
33,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,17,4,0,0,1575597904379,1575597907149,2770,549,47214,1575597904379,1575597907149,2770,275,23650,1575597904382,1575597907140,2758,274,23564,"EthernetIP","Network",0,6,"","","","",""
34,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",44818,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",59138,6,4,1,0,1575597904379,1575597907147,2768,1440,141234,1575597904379,1575597907147,2768,720,75340,1575597904379,1575597907147,2768,720,65894,"EthernetIP","Network",0,6,"","","","",""
35,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,0,0,1575597904380,1575597907149,2769,273,23478,1575597904380,1575597907149,2769,273,23478,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
36,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,17,4,1,0,1575597904380,1575597907145,2765,273,24570,1575597904380,1575597907145,2765,273,24570,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
37,0,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49859,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",44818,6,4,1,0,1575597904411,1575597907111,2700,32,3657,1575597904411,1575597907106,2695,14,1394,1575597904411,1575597907111,2700,18,2263,"EthernetIP","Network",0,6,"","","","",""
38,0,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49405,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",44818,6,4,1,0,1575597904412,1575597907109,2697,38,4212,1575597904412,1575597907106,2694,16,1618,1575597904412,1575597907109,2697,22,2594,"EthernetIP","Network",0,6,"","","","",""
39,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",60704,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",44818,6,4,1,0,1575597904374,1575597907149,2775,1294,123000,1575597904374,1575597907149,2775,647,62840,1575597904374,1575597907149,2775,647,60160,"EthernetIP","Network",0,6,"","","","",""
40,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",44818,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49401,6,4,1,0,1575597904374,1575597907113,2739,39,5203,1575597904374,1575597907113,2739,23,3585,1575597904411,1575597907106,2695,16,1618,"EthernetIP","Network",0,6,"","","","",""
41,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",44818,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",60318,6,4,0,0,1575597904379,1575597907148,2769,1038,96956,1575597904379,1575597907148,2769,519,51332,1575597904379,1575597907148,2769,519,45624,"EthernetIP","Network",0,6,"","","","",""
42,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,17,4,0,0,1575597904380,1575597907145,2765,273,23478,1575597904380,1575597907145,2765,273,23478,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
43,0,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",44818,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",60936,6,4,1,0,1575597904382,1575597907149,2767,1044,103372,1575597904382,1575597907149,2767,522,55312,1575597904382,1575597907149,2767,522,48060,"EthernetIP","Network",0,6,"","","","",""
44,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",61088,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",44818,6,4,0,0,1575597904384,1575597907148,2764,972,90666,1575597904384,1575597907148,2764,486,43622,1575597904384,1575597907148,2764,486,47044,"EthernetIP","Network",0,6,"","","","",""
45,0,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",60892,6,4,1,0,1575597904387,1575597907147,2760,338,33492,1575597904387,1575597907147,2760,169,17936,1575597904387,1575597907147,2760,169,15556,"EthernetIP","Network",0,6,"","","","",""
46,0,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",44818,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",59170,6,4,1,0,1575597904392,1575597907146,2754,1018,93700,1575597904392,1575597907146,2754,509,46808,1575597904392,1575597907146,2754,509,46892,"EthernetIP","Network",0,6,"","","","",""
47,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",55627,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",44818,6,4,1,0,1575597904374,1575597907149,2775,2707,254272,1575597904374,1575597907149,2775,1354,130092,1575597904374,1575597907149,2775,1353,124180,"EthernetIP","Network",0,6,"","","","",""
48,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",44818,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49400,6,4,0,0,1575597904375,1575597907123,2748,36,4773,1575597904375,1575597907123,2748,21,3327,1575597904412,1575597907106,2694,15,1446,"EthernetIP","Network",0,6,"","","","",""
49,0,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49856,6,4,1,0,1575597904377,1575597907112,2735,36,4621,1575597904377,1575597907112,2735,21,3115,1575597904412,1575597907107,2695,15,1506,"EthernetIP","Network",0,6,"","","","",""
50,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",56327,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",44818,6,4,0,0,1575597904379,1575597907148,2769,2174,192450,1575597904379,1575597907148,2769,1087,101770,1575597904379,1575597907148,2769,1087,90680,"EthernetIP","Network",0,6,"","","","",""
51,0,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,0,0,1575597904381,1575597907148,2767,549,47214,1575597904381,1575597907147,2766,274,23564,1575597904382,1575597907148,2766,275,23650,"EthernetIP","Network",0,6,"","","","",""
52,0,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",2222,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,17,4,1,0,1575597904382,1575597907142,2760,275,24750,1575597904382,1575597907142,2760,275,24750,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
53,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",2222,17,4,0,0,1575597904384,1575597907144,2760,274,23564,1575597904384,1575597907144,2760,274,23564,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
54,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",55625,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",44818,6,4,0,0,1575597904374,1575597907149,2775,2917,265814,1575597904374,1575597907149,2775,1458,135074,1575597904374,1575597907149,2775,1459,130740,"EthernetIP","Network",0,6,"","","","",""
55,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",56289,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,6,4,1,0,1575597904375,1575597907147,2772,1812,166942,1575597904375,1575597907147,2772,906,88126,1575597904375,1575597907146,2771,906,78816,"EthernetIP","Network",0,6,"","","","",""
56,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",2222,17,4,0,0,1575597904376,1575597907144,2768,275,23650,1575597904376,1575597907144,2768,275,23650,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
57,0,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",2222,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,17,4,0,0,1575597904380,1575597907142,2762,547,47042,1575597904380,1575597907142,2762,275,23650,1575597904380,1575597907142,2762,272,23392,"EthernetIP","Network",0,6,"","","","",""
58,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",2222,17,4,1,0,1575597904380,1575597907141,2761,272,24480,1575597904380,1575597907141,2761,272,24480,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
59,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,0,0,1575597904382,1575597907144,2762,274,23564,1575597904382,1575597907144,2762,274,23564,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
60,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,1,0,1575597904382,1575597907140,2758,274,24660,1575597904382,1575597907140,2758,274,24660,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
61,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",55625,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",44818,6,4,1,0,1575597904374,1575597907149,2775,2918,277616,1575597904374,1575597907149,2775,1459,141040,1575597904374,1575597907149,2775,1459,136576,"EthernetIP","Network",0,6,"","","","",""
62,0,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",55627,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",44818,6,4,0,0,1575597904374,1575597907149,2775,2708,243572,1575597904374,1575597907149,2775,1355,124804,1575597904374,1575597907149,2775,1353,118768,"EthernetIP","Network",0,6,"","","","",""
63,0,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,"192.168.1.50","00:1d:9c:c8:f4:b9","00:1d:9c",2222,17,4,1,0,1575597904376,1575597907144,2768,275,24750,1575597904376,1575597907144,2768,275,24750,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
64,0,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",44818,"192.168.1.100","00:1d:9c:c6:72:e8","00:1d:9c",49856,6,4,0,0,1575597904377,1575597907112,2735,36,4477,1575597904377,1575597907112,2735,21,3031,1575597904412,1575597907107,2695,15,1446,"EthernetIP","Network",0,6,"","","","",""
65,0,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",2222,"192.168.1.10","00:1d:9c:c8:bd:e7","00:1d:9c",2222,17,4,1,0,1575597904380,1575597907142,2762,547,49230,1575597904380,1575597907142,2762,275,24750,1575597904380,1575597907142,2762,272,24480,"EthernetIP","Network",0,6,"","","","",""
66,0,"192.168.1.30","00:1d:9c:c8:bd:f2","00:1d:9c",2222,"192.168.1.40","00:1d:9c:c7:fa:2c","00:1d:9c",2222,17,4,1,0,1575597904382,1575597907144,2762,274,24660,1575597904382,1575597907144,2762,274,24660,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
67,0,"192.168.1.60","00:1d:9c:c7:fa:2d","00:1d:9c",2222,"192.168.1.20","00:1d:9c:c8:bc:46","00:1d:9c",2222,17,4,0,0,1575597904382,1575597907142,2760,275,23650,1575597904382,1575597907142,2760,275,23650,0,0,0,0,0,"EthernetIP","Network",0,6,"","","","",""
